OX40	total	organ	tcgaid
21207	6847675564	Stomach	TCGA-STAD
6486	7751784378	Kidney	TCGA-KICH
12212	7461130404	Kidney	TCGA-KICH
2732	5409269117	Brain	TCGA-LGG
2142	7316678352	Prostate	TCGA-PRAD
14776	3925835307	Lung	TCGA-LUAD
12724	9136964749	Breast	TCGA-BRCA
5925	8938590035	Breast	TCGA-BRCA
72451	9036752273	Ovary	TCGA-OV
2100	5851794245	Brain	TCGA-LGG
14651	5702359141	Soft Tissue	TCGA-SARC
22943	8628833995	Skin	TCGA-SKCM
58601	11801654769	Stomach	TCGA-STAD
12407	6088380336	Head and Neck	TCGA-HNSC
5490	4969442179	Bladder	TCGA-BLCA
5146	4299057910	Kidney	TCGA-KIRP
5759	6594382713	Cervix	TCGA-CESC
28250	6699941021	Kidney	TCGA-KIRC
20543	6966677211	Head and Neck	TCGA-HNSC
9992	7144400047	Lung	TCGA-LUAD
1364	2958128427	Lung	TCGA-LUAD
8403	6812813346	Lung	TCGA-LUAD
8248	4177358610	Head and Neck	TCGA-HNSC
59079	8012489883	Lung	TCGA-LUSC
73116	9177799135	Kidney	TCGA-KIRC
1844	6693016112	Brain	TCGA-LGG
50720	6661150846	Breast	TCGA-BRCA
16798	4575329510	Colorectal	TCGA-COAD
14820	5496775250	Uterus	TCGA-UCEC
7604	9951335711	Brain	TCGA-GBM
5000	6339245872	Breast	TCGA-BRCA
14022	7796809397	Stomach	TCGA-STAD
41921	13050590933	Stomach	TCGA-STAD
36959	6212210247	Head and Neck	TCGA-HNSC
8017	6197233809	Lung	TCGA-LUSC
2840	5691410417	Prostate	TCGA-PRAD
13210	3918555740	Lung	TCGA-LUAD
31295	5651905609	Thyroid	TCGA-THCA
39383	7576182677	Kidney	TCGA-KICH
8009	7536155151	Kidney	TCGA-KICH
23512	1760310893	Uterus	TCGA-UCEC
13793	9285227388	Head and Neck	TCGA-HNSC
46788	6761778980	Thyroid	TCGA-THCA
18729	14698366401	Ovary	TCGA-OV
31617	5626351638	Skin	TCGA-SKCM
16636	3201040452	Lung	TCGA-LUSC
7559	5863881033	Eye	TCGA-UVM
27032	4219816220	Lung	TCGA-LUAD
140741	7196879341	Skin	TCGA-SKCM
54408	7141541605	Soft Tissue	TCGA-SARC
35598	6421158510	Pleura	TCGA-MESO
5956	7617330361	Thyroid	TCGA-THCA
4072	8186921169	Thyroid	TCGA-THCA
54607	4725064366	Thyroid	TCGA-THCA
9919	7732250158	Lung	TCGA-LUAD
11544	5167798646	Prostate	TCGA-PRAD
8662	6143282359	Prostate	TCGA-PRAD
1807	2939248761	Lung	TCGA-LUSC
28357	8594123076	Thyroid	TCGA-THCA
64268	14879730154	Ovary	TCGA-OV
10379	2003469133	Uterus	TCGA-UCEC
19335	3680897453	Lung	TCGA-LUSC
18206	13139659474	Stomach	TCGA-STAD
58104	5891398535	Lung	TCGA-LUAD
920	821006123	Uterus	TCGA-UCEC
2728	7744017820	Brain	TCGA-LGG
9656	6966398975	Prostate	TCGA-PRAD
11094	6245843018	Uterus	TCGA-UCEC
7960	1508582252	Colorectal	TCGA-READ
17663	6804739665	Head and Neck	TCGA-HNSC
3839	5954695158	Testis	TCGA-TGCT
45850	8517681709	Brain	TCGA-GBM
6103	6372682719	Lung	TCGA-LUSC
7783	2170017327	Colorectal	TCGA-COAD
9453	5709848116	Liver	TCGA-LIHC
29508	8685536224	Cervix	TCGA-CESC
60647	10089117173	Stomach	TCGA-STAD
41303	7957440977	Head and Neck	TCGA-HNSC
3054	5768531973	Brain	TCGA-LGG
3352	3708787440	Brain	TCGA-LGG
9042	7901763809	Head and Neck	TCGA-HNSC
17326	5034252192	Uterus	TCGA-UCEC
8285	9122806357	Brain	TCGA-GBM
5091	7342156642	Brain	TCGA-LGG
2083	6617076382	Kidney	TCGA-KIRC
63368	6688781047	Kidney	TCGA-KIRC
10646	5436883922	Brain	TCGA-LGG
5511	7558849856	Prostate	TCGA-PRAD
56919	17173225242	Ovary	TCGA-OV
40479	7734006491	Thyroid	TCGA-THCA
860	2779642787	Skin	TCGA-SKCM
7767	8047213627	Skin	TCGA-SKCM
10608	7055277347	Breast	TCGA-BRCA
5118	5433458312	Prostate	TCGA-PRAD
42058	8915275778	Breast	TCGA-BRCA
28246	8144633815	Head and Neck	TCGA-HNSC
18050	12299921323	Stomach	TCGA-STAD
38065	7357515073	Head and Neck	TCGA-HNSC
49879	5262512423	Skin	TCGA-SKCM
23949	5086534468	Breast	TCGA-BRCA
19542	1487203457	Colorectal	TCGA-COAD
1186	3073862215	Bone Marrow	TCGA-LAML
11923	3896539268	Pancreas	TCGA-PAAD
5118	3834262693	Colorectal	TCGA-READ
6496	9352560489	Kidney	TCGA-KIRC
6425	4053294949	Colorectal	TCGA-COAD
5469	9693560934	Breast	TCGA-BRCA
7287	7870324177	Colorectal	TCGA-COAD
14997	6328100661	Breast	TCGA-BRCA
23561	5555111147	Colorectal	TCGA-COAD
11912	6609970671	Kidney	TCGA-KIRP
3161	2784717443	Uterus	TCGA-UCEC
452	2210233784	Uterus	TCGA-UCEC
2149	1694917691	Uterus	TCGA-UCEC
1814	7185280063	Brain	TCGA-LGG
19022	2982776676	Uterus	TCGA-UCEC
9373	6201370038	Breast	TCGA-BRCA
4864	3719320630	Kidney	TCGA-KIRP
9991	3536021346	Liver	TCGA-LIHC
54568	10831424009	Stomach	TCGA-STAD
17026	12098965620	Stomach	TCGA-STAD
47575	5217036189	Lung	TCGA-LUAD
17016	8054019024	Ovary	TCGA-OV
2309	6811668872	Pleura	TCGA-MESO
36786	3366778494	Bone Marrow	TCGA-LAML
21744	6258060633	Bladder	TCGA-BLCA
14260	2503739579	Uterus	TCGA-UCEC
49924	7547307118	Kidney	TCGA-KIRC
9696	1660761773	Colorectal	TCGA-COAD
15780	5187163494	Prostate	TCGA-PRAD
18551	6638972205	Thymus	TCGA-THYM
24613	1797545777	Uterus	TCGA-UCEC
24305	7778788460	Head and Neck	TCGA-HNSC
67761	4764538588	Kidney	TCGA-KIRC
5826	4330077625	Uterus	TCGA-UCEC
30597	7526017281	Lung	TCGA-LUSC
3584	7489479936	Brain	TCGA-LGG
17802	8388693845	Thyroid	TCGA-THCA
58181	5259222303	Head and Neck	TCGA-HNSC
15748	3780642483	Bladder	TCGA-BLCA
8048	2516493920	Lung	TCGA-LUAD
1495	3648821280	Bone Marrow	TCGA-LAML
10470	2402193637	Uterus	TCGA-UCEC
11735	8953930947	Prostate	TCGA-PRAD
7517	3323588468	Bone Marrow	TCGA-LAML
40287	7018645553	Thyroid	TCGA-THCA
11000	7553686458	Pancreas	TCGA-PAAD
16409	5681778408	Uterus	TCGA-UCEC
8114	4214250514	Colorectal	TCGA-COAD
17256	5190156089	Colorectal	TCGA-COAD
38407	9087380780	Thyroid	TCGA-THCA
26630	5712057762	Kidney	TCGA-KIRC
45013	5673744069	Adrenal Gland	TCGA-PCPG
2024	7028962541	Brain	TCGA-LGG
50526	5556464593	Kidney	TCGA-KIRC
6053	6809718391	Liver	TCGA-LIHC
37141	5092730833	Soft Tissue	TCGA-SARC
13977	6588674332	Breast	TCGA-BRCA
19880	6479141936	Bladder	TCGA-BLCA
7700	5972052110	Liver	TCGA-LIHC
19168	10408495973	Stomach	TCGA-STAD
113745	13348307314	Stomach	TCGA-STAD
18279	4197174386	Lung	TCGA-LUAD
126677	13191197508	Stomach	TCGA-STAD
11012	7420735732	Testis	TCGA-TGCT
3100	6852922239	Kidney	TCGA-KIRP
78007	8710199539	Kidney	TCGA-KIRC
32440	2487809962	Uterus	TCGA-UCEC
73353	4504214379	Soft Tissue	TCGA-SARC
19845	8367157335	Kidney	TCGA-KICH
10137	10875760090	Kidney	TCGA-KIRP
6299	7533222094	Kidney	TCGA-KIRP
7766	2398001839	Uterus	TCGA-UCEC
3799	1792997994	Uterus	TCGA-UCEC
103776	3032676711	Lymph Nodes	TCGA-DLBC
8901	6655690533	Colorectal	TCGA-COAD
11303	9222952144	Skin	TCGA-SKCM
36698	9067723646	Lung	TCGA-LUSC
4603	7433444401	Kidney	TCGA-KIRC
64049	7939497220	Kidney	TCGA-KIRC
26426	5668663215	Colorectal	TCGA-COAD
10964	6873038295	Colorectal	TCGA-COAD
11928	2128103411	Colorectal	TCGA-COAD
6991	6476222113	Lung	TCGA-LUSC
17655	7793410939	Ovary	TCGA-OV
209997	3107211883	Bone Marrow	TCGA-LAML
6418	8407303619	Breast	TCGA-BRCA
13063	6705069400	Skin	TCGA-SKCM
22327	6759969390	Lung	TCGA-LUAD
21708	3648908876	Lung	TCGA-LUAD
10315	6109714950	Uterus	TCGA-UCEC
11211	1902634695	Uterus	TCGA-UCEC
22457	6041034432	Colorectal	TCGA-READ
9229	1670839384	Colorectal	TCGA-READ
3440	7357860259	Prostate	TCGA-PRAD
4771	2576715153	Lung	TCGA-LUSC
14879	4574520882	Lung	TCGA-LUAD
12241	2018902143	Uterus	TCGA-UCEC
3622	2128190070	Lung	TCGA-LUAD
24364	6293972849	Liver	TCGA-LIHC
70451	4244015901	Pleura	TCGA-MESO
15865	6114644100	Adrenal Gland	TCGA-ACC
19124	5134153723	Stomach	TCGA-STAD
9201	5775145417	Uterus	TCGA-UCEC
60637	8670302894	Thyroid	TCGA-THCA
93435	7097825286	Thyroid	TCGA-THCA
39411	7964554017	Thyroid	TCGA-THCA
48807	10510783932	Stomach	TCGA-STAD
17166	4530410081	Thyroid	TCGA-THCA
26657	5067434526	Lymph Nodes	TCGA-DLBC
33308	4652699580	Skin	TCGA-SKCM
269470	21212521220	Ovary	TCGA-OV
16859	9014045033	Lung	TCGA-LUAD
66723	7132492871	Skin	TCGA-SKCM
19685	5084353383	Pleura	TCGA-MESO
4189	7297939693	Brain	TCGA-LGG
7152	7195352330	Pleura	TCGA-MESO
26356	13128405257	Stomach	TCGA-STAD
2387	7299503936	Breast	TCGA-BRCA
31201	6102680853	Breast	TCGA-BRCA
2801	6226851704	Breast	TCGA-BRCA
5437	7952304011	Brain	TCGA-LGG
6839	4549703839	Lung	TCGA-LUAD
8022	1689003001	Colorectal	TCGA-READ
5680	5726732169	Kidney	TCGA-KIRP
12272	5274450094	Thymus	TCGA-THYM
12899	7474198834	Breast	TCGA-BRCA
34901	5581483221	Brain	TCGA-LGG
6306	7317507215	Brain	TCGA-LGG
16771	7030071840	Skin	TCGA-SKCM
12015	4766263565	Testis	TCGA-TGCT
20288	7396499713	Lung	TCGA-LUSC
2857	7099764596	Brain	TCGA-LGG
27477	7350128047	Breast	TCGA-BRCA
1713	7835406322	Brain	TCGA-LGG
9945	1976925500	Colorectal	TCGA-COAD
23665	6821178913	Prostate	TCGA-PRAD
45742	6234591996	Lung	TCGA-LUSC
19026	18043437670	Stomach	TCGA-STAD
20467	9187918821	Brain	TCGA-GBM
7425	5634418422	Kidney	TCGA-KIRP
4913	4103818009	Lung	TCGA-LUAD
8424	2100886256	Colorectal	TCGA-COAD
13167	6666694840	Breast	TCGA-BRCA
6876	5544563856	Bladder	TCGA-BLCA
11294	3151736251	Liver	TCGA-LIHC
26266	5291847069	Lung	TCGA-LUSC
12611	5540992456	Colorectal	TCGA-COAD
5792	2557964690	Uterus	TCGA-UCEC
10043	6428045945	Kidney	TCGA-KIRP
16581	14519015610	Thyroid	TCGA-THCA
10596	5511914773	Cervix	TCGA-CESC
53202	5387356521	Head and Neck	TCGA-HNSC
99835	7573789731	Kidney	TCGA-KIRC
19335	5599792655	Uterus	TCGA-UCEC
26323	5690047980	Lung	TCGA-LUSC
76694	9798349149	Ovary	TCGA-OV
29581	4976662291	Cervix	TCGA-CESC
38181	9097372574	Lung	TCGA-LUAD
24897	4553116382	Lung	TCGA-LUAD
46509	6369296938	Breast	TCGA-BRCA
2022	1961559366	Colorectal	TCGA-READ
8160	6518264522	Colorectal	TCGA-COAD
10265	4215836854	Colorectal	TCGA-COAD
142606	6130468461	Bladder	TCGA-BLCA
21192	4934841834	Bile Duct	TCGA-CHOL
1058	5745539318	Bile Duct	TCGA-CHOL
12671	8752762728	Cervix	TCGA-CESC
30309	5668852043	Breast	TCGA-BRCA
64575	6157171863	Soft Tissue	TCGA-SARC
13016	8045038252	Brain	TCGA-LGG
16245	10489611217	Breast	TCGA-BRCA
7986	6501896383	Head and Neck	TCGA-HNSC
3330	8900643983	Kidney	TCGA-KIRP
52604	6791241473	Stomach	TCGA-STAD
30114	6488903226	Soft Tissue	TCGA-SARC
18874	6095703528	Colorectal	TCGA-COAD
29627	8842494435	Kidney	TCGA-KIRC
8683	9202844455	Breast	TCGA-BRCA
32635	6178503927	Kidney	TCGA-KIRC
10296	5190341339	Kidney	TCGA-KIRC
20025	9792304825	Cervix	TCGA-CESC
102839	6772751155	Kidney	TCGA-KIRC
44062	7633299762	Thyroid	TCGA-THCA
11421	7669232144	Lung	TCGA-LUSC
2794	6048577436	Head and Neck	TCGA-HNSC
28414	6912480272	Head and Neck	TCGA-HNSC
18759	6515824382	Lung	TCGA-LUAD
4452	4636616354	Head and Neck	TCGA-HNSC
46098	3643184636	Breast	TCGA-BRCA
3311	4622916641	Colorectal	TCGA-COAD
7918	2354226309	Uterus	TCGA-UCEC
8434	7389919978	Bladder	TCGA-BLCA
1802	7051389942	Brain	TCGA-LGG
12817	5473373103	Lung	TCGA-LUAD
18778	5895211120	Lung	TCGA-LUSC
91985	6199886186	Breast	TCGA-BRCA
4216	7591327621	Prostate	TCGA-PRAD
26461	1834588328	Colorectal	TCGA-COAD
3799	6951158746	Prostate	TCGA-PRAD
12693	4800695134	Colorectal	TCGA-COAD
8784	8916189990	Adrenal Gland	TCGA-PCPG
142244	7623679545	Skin	TCGA-SKCM
16880	6823744017	Breast	TCGA-BRCA
7435	5271019555	Skin	TCGA-SKCM
50363	7148279499	Kidney	TCGA-KIRC
5057	5546263752	Kidney	TCGA-KIRC
18679	9486893846	Brain	TCGA-GBM
47265	9358409215	Cervix	TCGA-CESC
4465	1836700657	Colorectal	TCGA-COAD
9001	5665386767	Lung	TCGA-LUSC
16097	823359103	Uterus	TCGA-UCEC
11267	6872176079	Breast	TCGA-BRCA
11876	5654412609	Cervix	TCGA-CESC
17900	14238645484	Esophagus	TCGA-ESCA
5218	5792072935	Brain	TCGA-LGG
28261	8827315460	Head and Neck	TCGA-HNSC
17969	5270139733	Head and Neck	TCGA-HNSC
17356	9312928139	Lung	TCGA-LUAD
2481	4370431105	Kidney	TCGA-KIRP
9303	10419654268	Lung	TCGA-LUSC
3300	8388520279	Kidney	TCGA-KIRP
6900	6958573439	Kidney	TCGA-KICH
5839	7111308586	Kidney	TCGA-KICH
6201	2098189648	Uterus	TCGA-UCEC
48760	5723948519	Uterus	TCGA-UCEC
2164	6582765210	Brain	TCGA-LGG
75903	5759544822	Thyroid	TCGA-THCA
12978	12092704424	Cervix	TCGA-CESC
28921	9014486705	Cervix	TCGA-CESC
13433	4047506518	Colorectal	TCGA-COAD
51756	7572580689	Breast	TCGA-BRCA
8552	6349831965	Colorectal	TCGA-COAD
11162	6592751916	Cervix	TCGA-CESC
10613	6388037699	Head and Neck	TCGA-HNSC
7510	9397559600	Prostate	TCGA-PRAD
19521	7751645436	Breast	TCGA-BRCA
35042	6790007688	Thyroid	TCGA-THCA
43246	6407983212	Breast	TCGA-BRCA
7570	6353487474	Adrenal Gland	TCGA-PCPG
4075	7947496509	Prostate	TCGA-PRAD
2646	7663685219	Prostate	TCGA-PRAD
8623	4985478028	Pleura	TCGA-MESO
1641	4109693972	Adrenal Gland	TCGA-PCPG
11289	8414735318	Brain	TCGA-GBM
5144	7141592543	Thyroid	TCGA-THCA
9664	8182693158	Thyroid	TCGA-THCA
75546	6436610885	Pleura	TCGA-MESO
14340	6163509168	Adrenal Gland	TCGA-ACC
17766	13804405397	Ovary	TCGA-OV
28827	5972065078	Thyroid	TCGA-THCA
36615	5747944793	Skin	TCGA-SKCM
20570	7252060217	Thyroid	TCGA-THCA
4024	5521060154	Head and Neck	TCGA-HNSC
15738	11482282460	Ovary	TCGA-OV
16731	2568814449	Testis	TCGA-TGCT
57664	7086190600	Kidney	TCGA-KIRC
80640	4633715541	Soft Tissue	TCGA-SARC
10400	7735485253	Breast	TCGA-BRCA
48347	6927418066	Thyroid	TCGA-THCA
37431	5657387538	Breast	TCGA-BRCA
79881	8255522658	Skin	TCGA-SKCM
4528	5730838757	Prostate	TCGA-PRAD
45921	20612216471	Stomach	TCGA-STAD
37603	13279114604	Esophagus	TCGA-ESCA
37232	11548976351	Stomach	TCGA-STAD
12878	10697248048	Ovary	TCGA-OV
28931	6323093981	Pleura	TCGA-MESO
52585	5537146248	Thyroid	TCGA-THCA
34026	12786665282	Stomach	TCGA-STAD
28574	5068830041	Testis	TCGA-TGCT
205875	4630991980	Soft Tissue	TCGA-SARC
269399	12317572091	Skin	TCGA-SKCM
23222	7182969573	Stomach	TCGA-STAD
27784	6611761865	Skin	TCGA-SKCM
12181	9836565843	Breast	TCGA-BRCA
15103	15503533481	Esophagus	TCGA-ESCA
125342	8314520902	Kidney	TCGA-KIRC
5431	2416810638	Uterus	TCGA-UCEC
3290	2230711369	Uterus	TCGA-UCEC
53730	7650170622	Kidney	TCGA-KIRC
4042	7593051415	Kidney	TCGA-KIRC
43733	4839533535	Lung	TCGA-LUAD
24148	5412950659	Soft Tissue	TCGA-SARC
50267	6277474699	Uterus	TCGA-UCEC
1848	4199443835	Liver	TCGA-LIHC
13730	7966191269	Skin	TCGA-SKCM
6204	8008736564	Kidney	TCGA-KIRC
40230	8555635147	Kidney	TCGA-KIRC
12413	9933542343	Thyroid	TCGA-THCA
50763	7829016078	Thyroid	TCGA-THCA
7700	5561994725	Brain	TCGA-LGG
255456	12495737875	Lung	TCGA-LUSC
22141	5716858945	Soft Tissue	TCGA-SARC
39783	9077761436	Brain	TCGA-GBM
18464	6612396758	Skin	TCGA-SKCM
44123	5120431362	Kidney	TCGA-KIRC
392656	5830172653	Lymph Nodes	TCGA-DLBC
7871	6003470930	Adrenal Gland	TCGA-PCPG
67009	13604154475	Stomach	TCGA-STAD
42537	11117938329	Ovary	TCGA-OV
27392	7169435245	Skin	TCGA-SKCM
169661	15246977959	Ovary	TCGA-OV
45990	6897432778	Breast	TCGA-BRCA
15154	7708025347	Lung	TCGA-LUSC
9604	5090837874	Prostate	TCGA-PRAD
2107	8394029306	Brain	TCGA-LGG
10877	8280233018	Brain	TCGA-GBM
57070	7833193170	Kidney	TCGA-KIRC
98067	6907374782	Thyroid	TCGA-THCA
22173	6428572789	Thyroid	TCGA-THCA
47919	5595967136	Breast	TCGA-BRCA
30910	6781506708	Colorectal	TCGA-COAD
48792	6887731852	Head and Neck	TCGA-HNSC
11636	7664012166	Prostate	TCGA-PRAD
4287	6559806142	Uterus	TCGA-UCEC
17706	6261382972	Soft Tissue	TCGA-SARC
14010	6095448910	Prostate	TCGA-PRAD
3100	5450755778	Breast	TCGA-BRCA
5685	7438788910	Breast	TCGA-BRCA
12788	8728694059	Brain	TCGA-GBM
2708	7123675810	Head and Neck	TCGA-HNSC
8560	7510867409	Head and Neck	TCGA-HNSC
15843	5727889589	Breast	TCGA-BRCA
9028	5669927754	Cervix	TCGA-CESC
5964	3820324179	Bone Marrow	TCGA-LAML
5396	7126594633	Thyroid	TCGA-THCA
4610	9406744836	Colorectal	TCGA-COAD
22755	5333209449	Breast	TCGA-BRCA
19764	5599910052	Bladder	TCGA-BLCA
60131	6433114239	Cervix	TCGA-CESC
4469	6673141815	Brain	TCGA-LGG
2943	7443898841	Brain	TCGA-LGG
10314	16003097078	Esophagus	TCGA-ESCA
58995	18177722809	Esophagus	TCGA-ESCA
6173	6260583762	Colorectal	TCGA-COAD
0	1987912986	Colorectal	TCGA-COAD
6573	4813882270	Colorectal	TCGA-COAD
4863	5054128220	Bladder	TCGA-BLCA
46517	5582160182	Cervix	TCGA-CESC
7031	5674569447	Pleura	TCGA-MESO
40671	6806088777	Head and Neck	TCGA-HNSC
33392	5719638784	Uterus	TCGA-UCEC
9783	5793717310	Prostate	TCGA-PRAD
38839	3030481451	Colorectal	TCGA-READ
21411	14604179990	Ovary	TCGA-OV
17580	13608939684	Stomach	TCGA-STAD
5514	6386907773	Adrenal Gland	TCGA-PCPG
7491	5916060523	Prostate	TCGA-PRAD
9151	6036543117	Breast	TCGA-BRCA
35229	15294712234	Stomach	TCGA-STAD
5506	6364515725	Liver	TCGA-LIHC
11395	3852948369	Bladder	TCGA-BLCA
9563	8454386165	Lung	TCGA-LUAD
37818	6272940829	Uterus	TCGA-UCS
29289	9932802563	Thyroid	TCGA-THCA
38478	5845028491	Bladder	TCGA-BLCA
12737	3702822348	Bladder	TCGA-BLCA
1713	368399022	Bladder	TCGA-BLCA
12543	2667645654	Uterus	TCGA-UCEC
15245	7738493068	Breast	TCGA-BRCA
6878	5473201331	Colorectal	TCGA-COAD
5639	3197338378	Lung	TCGA-LUAD
5904	6096884854	Lung	TCGA-LUAD
7237	6998913155	Thyroid	TCGA-THCA
24824	6445083365	Breast	TCGA-BRCA
29138	8556228280	Head and Neck	TCGA-HNSC
3050	3030614622	Eye	TCGA-UVM
47374	15781369629	Ovary	TCGA-OV
2968	7785012470	Prostate	TCGA-PRAD
3247	6988834531	Pleura	TCGA-MESO
48423	8789821995	Head and Neck	TCGA-HNSC
2053	3612997742	Bladder	TCGA-BLCA
3801	4302339620	Bladder	TCGA-BLCA
9666	4479718885	Adrenal Gland	TCGA-PCPG
4417	5692209510	Kidney	TCGA-KIRP
2780	4722749080	Bone Marrow	TCGA-LAML
5027	4906267920	Head and Neck	TCGA-HNSC
15638	6585762076	Head and Neck	TCGA-HNSC
9487	6511793595	Adrenal Gland	TCGA-PCPG
24206	8285839622	Breast	TCGA-BRCA
53610	16041627163	Stomach	TCGA-STAD
16534	4187638639	Breast	TCGA-BRCA
8648	5726427382	Lung	TCGA-LUSC
22207	11825619054	Stomach	TCGA-STAD
49917	4691583083	Uterus	TCGA-UCEC
17339	5144115991	Lung	TCGA-LUSC
1339	6564929055	Prostate	TCGA-PRAD
4500	8579094485	Prostate	TCGA-PRAD
106703	9977262898	Kidney	TCGA-KIRC
19078	5410715123	Colorectal	TCGA-COAD
22506	7286766542	Breast	TCGA-BRCA
5425	6264819163	Liver	TCGA-LIHC
39427	6389849820	Skin	TCGA-SKCM
67706	6562722998	Skin	TCGA-SKCM
11498	6234653607	Adrenal Gland	TCGA-PCPG
76793	10022397637	Cervix	TCGA-CESC
7903	8131633024	Breast	TCGA-BRCA
50738	11346070285	Kidney	TCGA-KIRC
5716	5634377884	Breast	TCGA-BRCA
9056	2388948171	Uterus	TCGA-UCEC
12340	4708155203	Bladder	TCGA-BLCA
23016	13440639893	Stomach	TCGA-STAD
2463	8894099785	Brain	TCGA-LGG
5436	4158048651	Pancreas	TCGA-PAAD
32607	7408547350	Lung	TCGA-LUSC
11274	8336570724	Lung	TCGA-LUSC
5412	5061867136	Breast	TCGA-BRCA
19667	8464762131	Breast	TCGA-BRCA
9756	7402481211	Prostate	TCGA-PRAD
10129	6856569718	Soft Tissue	TCGA-SARC
68777	5298684216	Adrenal Gland	TCGA-PCPG
12109	3105001980	Pancreas	TCGA-PAAD
2825	3201964130	Prostate	TCGA-PRAD
661	6195559749	Kidney	TCGA-KIRP
2271	4941277436	Cervix	TCGA-CESC
10906	10666155362	Ovary	TCGA-OV
22171	5570632454	Breast	TCGA-BRCA
4912	7744767381	Kidney	TCGA-KIRC
45677	6433069848	Kidney	TCGA-KIRC
5493	2914689326	Bladder	TCGA-BLCA
10585	5153593829	Skin	TCGA-SKCM
27851	9369488300	Kidney	TCGA-KIRP
8570	8839849766	Kidney	TCGA-KIRP
10352	7064580229	Kidney	TCGA-KIRP
6229	9988937560	Head and Neck	TCGA-HNSC
32844	8413293443	Head and Neck	TCGA-HNSC
17683	9037459692	Breast	TCGA-BRCA
11668	8793913051	Cervix	TCGA-CESC
3909	4895067639	Prostate	TCGA-PRAD
1520	2951573787	Prostate	TCGA-PRAD
21668	5104705102	Lymph Nodes	TCGA-DLBC
7609	5884401195	Cervix	TCGA-CESC
1393	5928700412	Brain	TCGA-LGG
14918	4766826527	Liver	TCGA-LIHC
53431	4530389629	Kidney	TCGA-KIRC
28329	7727433016	Head and Neck	TCGA-HNSC
59016	7338980367	Kidney	TCGA-KIRC
6585	4574122105	Kidney	TCGA-KIRC
3407	6117200580	Adrenal Gland	TCGA-PCPG
19280	9741141149	Breast	TCGA-BRCA
1529	3885649717	Head and Neck	TCGA-HNSC
169779	6239719807	Lymph Nodes	TCGA-DLBC
14696	4364789340	Thyroid	TCGA-THCA
12122	7283911562	Eye	TCGA-UVM
2147	6818595733	Brain	TCGA-LGG
18751	5025186961	Lung	TCGA-LUSC
4311	4457332466	Bladder	TCGA-BLCA
2984	4478052306	Adrenal Gland	TCGA-ACC
26629	8575136067	Kidney	TCGA-KICH
12316	7134105981	Kidney	TCGA-KICH
118902	14162372601	Stomach	TCGA-STAD
6988	5689232847	Brain	TCGA-GBM
17550	5006927145	Thymus	TCGA-THYM
11330	8521505410	Brain	TCGA-GBM
27317	5713624749	Pancreas	TCGA-PAAD
18748	7384758292	Lung	TCGA-LUSC
109087	7656571826	Testis	TCGA-TGCT
6271	2088417148	Uterus	TCGA-UCEC
10578	2928159148	Lung	TCGA-LUAD
15874	5387550191	Adrenal Gland	TCGA-PCPG
25614	5727156499	Skin	TCGA-SKCM
131722	18477806947	Ovary	TCGA-OV
3521	9311234029	Skin	TCGA-SKCM
10935	5645092135	Breast	TCGA-BRCA
14344	4394961618	Cervix	TCGA-CESC
21795	5455071304	Head and Neck	TCGA-HNSC
16980	8527461988	Brain	TCGA-GBM
11672	14638991026	Esophagus	TCGA-ESCA
837812	4926987110	Lung	TCGA-LUSC
2911	9063684649	Breast	TCGA-BRCA
9264	4451179863	Breast	TCGA-BRCA
4867	4762087785	Breast	TCGA-BRCA
70247	4189525832	Uterus	TCGA-UCS
8805	3170525674	Liver	TCGA-LIHC
15000	7855325801	Brain	TCGA-LGG
28007	6439252717	Liver	TCGA-LIHC
7231	4513106216	Kidney	TCGA-KIRP
44610	5779385141	Kidney	TCGA-KIRC
21226	7065651487	Lung	TCGA-LUSC
4384	7689555603	Kidney	TCGA-KICH
11975	5267596417	Uterus	TCGA-UCEC
9409	7639679181	Skin	TCGA-SKCM
170029	6933098052	Soft Tissue	TCGA-SARC
11121	8953739642	Lung	TCGA-LUSC
6122	4119014804	Thymus	TCGA-THYM
1675	4840202547	Eye	TCGA-UVM
4822	3172469026	Lung	TCGA-LUAD
103803	6912404099	Kidney	TCGA-KIRC
8795	8635968389	Head and Neck	TCGA-HNSC
41806	9976946366	Stomach	TCGA-STAD
23039	5266359417	Uterus	TCGA-UCEC
31399	5584694189	Colorectal	TCGA-COAD
120495	12690438572	Ovary	TCGA-OV
14688	8174581248	Breast	TCGA-BRCA
88039	6030184765	Uterus	TCGA-UCS
2412	7284244969	Prostate	TCGA-PRAD
51834	17335546241	Ovary	TCGA-OV
67541	10366564237	Bladder	TCGA-BLCA
69519	5908893511	Colorectal	TCGA-COAD
8442	5089287159	Bladder	TCGA-BLCA
8194	5092111135	Colorectal	TCGA-COAD
21585	4910725046	Kidney	TCGA-KIRC
4144	8850218041	Kidney	TCGA-KIRC
4989	7352841531	Brain	TCGA-LGG
1891	3832286907	Bone Marrow	TCGA-LAML
48262	6884956191	Lung	TCGA-LUAD
7983	5946408149	Brain	TCGA-LGG
112947	5333622631	Breast	TCGA-BRCA
18969	5564595361	Adrenal Gland	TCGA-PCPG
45102	6796999845	Soft Tissue	TCGA-SARC
9190	4891693283	Kidney	TCGA-KIRC
16430	7828662064	Thyroid	TCGA-THCA
6860	9911002957	Head and Neck	TCGA-HNSC
33671	9081028887	Head and Neck	TCGA-HNSC
